"alias","name","Organism Taxon Id","represents","selected","shared name","type"
"BRIX|BXDC2","BRIX1","9606","ncbigene:55299","false","BRIX1","protein"
"ORFX|RING3L","BRD3","9606","ncbigene:8019","false","BRD3","protein"
"D6S113E|FSH|FSRG1|NAT|RING3|RNF3","BRD2","9606","ncbigene:6046","false","BRD2","protein"
"WBSCR10|WBSCR9|WSTF","BAZ1B","9606","ncbigene:9031","false","BAZ1B","protein"
"APC7","ANAPC7","9606","ncbigene:51434","false","ANAPC7","protein"
"ELYS|MST108|TMBS62","AHCTF1","9606","ncbigene:25909","false","AHCTF1","protein"
"ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136","ADAR","9606","ncbigene:103","false","ADAR","protein"
"ACINUS|ACN|fSAP152","ACIN1","9606","ncbigene:22985","false","ACIN1","protein"
"BFR2|CHE-1|CHE1|DED","AATF","9606","ncbigene:26574","false","AATF","protein"
"SLK|SYN|p59-FYN","FYN","9606","ncbigene:2534","false","FYN","protein"
"ASV|SRC1|c-SRC|p60-Src","SRC","9606","ncbigene:6714","false","SRC","protein"
"IMD22|LSK|YT16|p56lck|pp58lck","LCK","9606","ncbigene:3932","false","LCK","protein"
"GCP-1|GCP1|IL8|LECT|LUCT|LYNAP|MDNCF|MONAP|NAF|NAP-1|NAP1","CXCL8","9606","ncbigene:3576","false","CXCL8","protein"
"BETA-TRCP|FBW1A|FBXW1|FBXW1A|FWD1|bTrCP|bTrCP1|betaTrCP","BTRC","9606","ncbigene:8945","false","BTRC","protein"
"AID|ARP2|CDA2|HEL-S-284|HIGM2","AICDA","9606","ncbigene:57379","false","AICDA","protein"
"DDBA|UV-DDB1|XAP1|XPCE|XPE|XPE-BF","DDB1","9606","ncbigene:1642","false","DDB1","protein"
,"CUL4A","9606","ncbigene:8451","false","CUL4A","protein"
"CLIP4|STS-2|TULA|TULA-1","UBASH3A","9606","ncbigene:53347","false","UBASH3A","protein"
"ABC38|OABP|RLI|RNASEL1|RNASELI|RNS4I","ABCE1","9606","ncbigene:6059","false","ABCE1","protein"
"APG-2|HEL-S-5a|HS24/P52|HSPH2|RY|hsp70|hsp70RY","HSPA4","9606","ncbigene:3308","false","HSPA4","protein"
"CIS1|CISH1|JAB|SOCS-1|SSI-1|SSI1|TIP3","SOCS1","9606","ncbigene:8651","false","SOCS1","protein"
,"CUL2","9606","ncbigene:8453","false","CUL2","protein"
"BA554C12.1|RNF75|ROC1","RBX1","9606","ncbigene:9978","false","RBX1","protein"
"BCC7|LFS1|P53|TRP53","TP53","9606","ncbigene:7157","false","TP53","protein"
"DCAF1","VPRBP","9606","ncbigene:9730","false","VPRBP","protein"
"53BP1|p202","TP53BP1","9606","ncbigene:7158","false","TP53BP1","protein"
"REPA2|RP-A p32|RP-A p34|RPA32","RPA2","9606","ncbigene:6118","false","RPA2","protein"
"BBP|D11S636|MBBP|ZCCHC25|ZFM1|ZNF162","SF1","9606","ncbigene:7536","false","SF1","protein"
"BTF4|RAP74|TF2F1|TFIIF","GTF2F1","9606","ncbigene:2962","false","GTF2F1","protein"
"NEDD4-1|RPF1","NEDD4","9606","ncbigene:4734","false","NEDD4","protein"
"SKD1|SKD1A|SKD2|VPS4|VPS4-1","VPS4A","9606","ncbigene:27183","false","VPS4A","protein"
"CTC75|CTCBF|G22P1|KU70|ML8|TLAA","XRCC6","9606","ncbigene:2547","false","XRCC6","protein"
"C13orf4|CLLD8|CLLL8|KMT1F","SETDB2","9606","ncbigene:83852","false","SETDB2","protein"
"ESET|H3-K9-HMTase4|KG1T|KMT1E|TDRD21","SETDB1","9606","ncbigene:9869","false","SETDB1","protein"
"HsMar1|METNASE|Mar1","SETMAR","9606","ncbigene:6419","false","SETMAR","protein"
"BAT8|C6orf30|G9A|GAT8|KMT1C|NG36","EHMT2","9606","ncbigene:10919","false","EHMT2","protein"
"H3-K9-HMTase 1|KMT1A|MG44|SUV39H","SUV39H1","9606","ncbigene:6839","false","SUV39H1","protein"
"EBP-1|KBF1|NF-kB1|NF-kappa-B|NF-kappaB|NFKB-p105|NFKB-p50|NFkappaB|p105|p50","NFKB1","9606","ncbigene:4790","false","NFKB1","protein"
"Bcl-2|PPP1R50","BCL2","9606","ncbigene:596","false","BCL2","protein"
,"NMT2","9606","ncbigene:9397","false","NMT2","protein"
"NMT","NMT1","9606","ncbigene:4836","false","NMT1","protein"
"DNA-PKcs|DNAPK|DNPK1|HYRC|HYRC1|IMD26|XRCC7|p350","PRKDC","9606","ncbigene:5591","false","PRKDC","protein"
"HMG20","UBC","9606","ncbigene:7316","false","UBC","protein"
"A3F|ARP8|BK150C2.4.MRNA|KA6","APOBEC3F","9606","ncbigene:200316","false","APOBEC3F","protein"
"A3C|APOBEC1L|ARDC2|ARDC4|ARP5|PBI|bK150C2.3","APOBEC3C","9606","ncbigene:27350","false","APOBEC3C","protein"
"OCT1|OTF1|oct-1B","POU2F1","9606","ncbigene:5451","false","POU2F1","protein"
"ACTA|ASMA|CFTD|CFTD1|CFTDM|MPFD|NEM1|NEM2|NEM3","ACTA1","9606","ncbigene:58","false","ACTA1","protein"
"HLALS","MR1","9606","ncbigene:3140","false","MR1","protein"
"AP50|CLAPM1|mu2","AP2M1","9606","ncbigene:1173","false","AP2M1","protein"
"HC8|PSC3","PSMA3","9606","ncbigene:5684","false","PSMA3","protein"
"HC9|HsT17706|PSC9","PSMA4","9606","ncbigene:5685","false","PSMA4","protein"
"C6|HSPC|RC6-1|XAPC7","PSMA7","9606","ncbigene:5688","false","PSMA7","protein"
"HC5|PMSB1|PSC5","PSMB1","9606","ncbigene:5689","false","PSMB1","protein"
"HC7-I","PSMB2","9606","ncbigene:5690","false","PSMB2","protein"
"HC10-II","PSMB3","9606","ncbigene:5691","false","PSMB3","protein"
"LMPX|MB1|X","PSMB5","9606","ncbigene:5693","false","PSMB5","protein"
"DELTA|LMPY|Y","PSMB6","9606","ncbigene:5694","false","PSMB6","protein"
"Z","PSMB7","9606","ncbigene:5695","false","PSMB7","protein"
"ALDD|D6S216|D6S216E|JMP|LMP7|NKJO|PSMB5i|RING10","PSMB8","9606","ncbigene:5696","false","PSMB8","protein"
"LMP10|MECL1|beta2i","PSMB10","9606","ncbigene:5699","false","PSMB10","protein"
"IOTA|PROS27|p27K","PSMA6","9606","ncbigene:5687","false","PSMA6","protein"
"P26S4|S4|p56","PSMC1","9606","ncbigene:5700","false","PSMC1","protein"
"HN3|HsN3|PROS-26|PROS26","PSMB4","9606","ncbigene:5692","false","PSMB4","protein"
"ESA1|HTATIP|HTATIP1|PLIP|TIP|TIP60|ZC2HC5|cPLA2","KAT5","9606","ncbigene:10524","false","KAT5","protein"
"AIP1|ALIX|DRIP4|HP95","PDCD6IP","9606","ncbigene:10015","false","PDCD6IP","protein"
"C14orf123|CHMP4|CHMP4B|HSPC134|SHAX2|SNF7|SNF7-1|VPS32-1|VPS32A","CHMP4A","9606","ncbigene:29082","false","CHMP4A","protein"
"AP-1|AP1|c-Jun","JUN","9606","ncbigene:3725","false","JUN","protein"
"ADTG|CLAPG1","AP1G1","9606","ncbigene:164","false","AP1G1","protein"
"RNF73","RAD18","9606","ncbigene:56852","false","RAD18","protein"
"DDX9|LKP|NDH2|NDHII|RHA","DHX9","9606","ncbigene:1660","false","DHX9","protein"
"CRD-BP|CRDBP|IMP-1|IMP1|VICKZ1|ZBP1","IGF2BP1","9606","ncbigene:10642","false","IGF2BP1","protein"
"FMRP|FRAXA|POF|POF1","FMR1","9606","ncbigene:2332","false","FMR1","protein"
"FAT10|GABBR1|UBD-3","UBD","9606","ncbigene:10537","false","UBD","protein"
"DGU|HIGM4|HIGM5|UDG|UNG1|UNG15|UNG2","UNG","9606","ncbigene:7374","false","UNG","protein"
"FDG|HMUDG|UNG3","SMUG1","9606","ncbigene:23583","false","SMUG1","protein"
,"CUL1","9606","ncbigene:8454","false","CUL1","protein"
"AA959633|AL023035|AU019897|E430025J12Rik|Nedd4-1|Nedd4a|mKIAA0093","Nedd4","10090","ncbigene:17999","false","Nedd4","protein"
"ADMFD|AIF4|AIP4|NAPP1|dJ468O1.1","ITCH","9606","ncbigene:83737","false","ITCH","protein"
"C19orf58|PCIA1","DDA1","9606","ncbigene:79016","false","DDA1","protein"
"ASF|SF2|SF2p33|SFRS1|SRp30a","SRSF1","9606","ncbigene:6426","false","SRSF1","protein"
"KAT1","HAT1","9606","ncbigene:8520","false","HAT1","protein"
"2F1|AAC2|ANT2|T2|T3","SLC25A5","9606","ncbigene:292","false","SLC25A5","protein"
"PAG608|WIG-1|WIG1","ZMAT3","9606","ncbigene:64393","false","ZMAT3","protein"
"Imp4","IPO4","9606","ncbigene:79711","false","IPO4","protein"
"GTAR|NY-BR-16","ANKRD17","9606","ncbigene:26057","false","ANKRD17","protein"
"C1orf58","BROX","9606","ncbigene:148362","false","BROX","protein"
"HD-PTP|HDPTP|PTP-TD14","PTPN23","9606","ncbigene:25930","false","PTPN23","protein"
"CMT2A|CMT2A2|CPRP1|HSG|MARF","MFN2","9606","ncbigene:9927","false","MFN2","protein"
"DDBB|UV-DDB2","DDB2","9606","ncbigene:1643","false","DDB2","protein"
"S3","RPS3","9606","ncbigene:6188","false","RPS3","protein"
"PFD3|PFDN3|VBP-1","VBP1","9606","ncbigene:7411","false","VBP1","protein"
"HRCA1|RCA1|VHL1|pVHL","VHL","9606","ncbigene:7428","false","VHL","protein"
"HHR23A|HR23A","RAD23A","9606","ncbigene:5886","false","RAD23A","protein"
"HHR23B|HR23B|P58","RAD23B","9606","ncbigene:5887","false","RAD23B","protein"
"HRS","HGS","9606","ncbigene:9146","false","HGS","protein"
"C358B7.1|P18|UBC9","UBE2I","9606","ncbigene:7329","false","UBE2I","protein"
"DAP1|GMP1|OFC10|PIC1|SENP2|SMT3|SMT3C|SMT3H3|UBL1","SUMO1","9606","ncbigene:7341","false","SUMO1","protein"
"BING2|DAP6|EAP1","DAXX","9606","ncbigene:1616","false","DAXX","protein"
"CEB1|CEBP1","HERC5","9606","ncbigene:51191","false","HERC5","protein"
"HRB|RAB|RIP","AGFG1","9606","ncbigene:3267","false","AGFG1","protein"
"FBI-1|FBI1|LRF|ZBTB7|ZNF857A|pokemon","ZBTB7A","9606","ncbigene:51341","false","ZBTB7A","protein"
"BTF2|P62|TFB1|TFIIH","GTF2H1","9606","ncbigene:2965","false","GTF2H1","protein"
"BTF4|RAP30|TF2F2|TFIIF","GTF2F2","9606","ncbigene:2963","false","GTF2F2","protein"
"FE|TF2E2|TFIIE-B","GTF2E2","9606","ncbigene:2961","false","GTF2E2","protein"
"FE|TF2E1|TFIIE-A","GTF2E1","9606","ncbigene:2960","false","GTF2E1","protein"
"BBS11|HT2A|LGMD2H|TATIP","TRIM32","9606","ncbigene:22954","false","TRIM32","protein"
"ABIN-1|NAF1|VAN|nip40-1","TNIP1","9606","ncbigene:10318","false","TNIP1","protein"
"CG1|NLP-1|NLP_1|hCG1","NUPL2","9606","ncbigene:11097","false","NUPL2","protein"
"CAIN|CAN|D9S46E|N214|p250","NUP214","9606","ncbigene:8021","false","NUP214","protein"
"P145|POM121A","POM121","9606","ncbigene:9883","false","POM121","protein"
"FG-nucleoporin NUP57|L000002619","NUP57","559292","ncbigene:853016","false","NUP57","protein"
"RIP1|UIP1|FG-nucleoporin NUP42|L000002940","NUP42","559292","ncbigene:851774","false","NUP42","protein"
"BTF2|GTF2H|RAD25|TFIIH|XPB","ERCC3","9606","ncbigene:2071","false","ERCC3","protein"
"CAK1|CDKN7|HCAK|MO15|STK1|p39MO15","CDK7","9606","ncbigene:1022","false","CDK7","protein"
"CAK|CycH|p34|p37","CCNH","9606","ncbigene:902","false","CCNH","protein"
"HMP|MINOS2|P87|P87/89|P89|PIG52","IMMT","9606","ncbigene:10989","false","IMMT","protein"
"A170|OSIL|PDB3|ZIP3|p60|p62|p62B","SQSTM1","9606","ncbigene:8878","false","SQSTM1","protein"
"RNF88|TRIM5alpha","TRIM5","9606","ncbigene:85363","false","TRIM5","protein"
"LIS1|LIS2|MDCR|MDS|PAFAH","PAFAH1B1","9606","ncbigene:5048","false","PAFAH1B1","protein"
"BTRC2|BTRCP2|FBW1B|FBXW1B|Fbw11|Hos","FBXW11","9606","ncbigene:23291","false","FBXW11","protein"
"MEKK7|TAK1|TGF1a","MAP3K7","9606","ncbigene:6885","false","MAP3K7","protein"
"GIP|GNAI2B|H_LUCA15.1|H_LUCA16.1","GNAI2","9606","ncbigene:2771","false","GNAI2","protein"
"JTK8|p53Lyn|p56Lyn","LYN","9606","ncbigene:4067","false","LYN","protein"
"HsT441|P61-YES|Yes|c-yes","YES1","9606","ncbigene:7525","false","YES1","protein"
"BETA-PIX|COOL-1|COOL1|Nbla10314|P50|P50BP|P85|P85COOL1|P85SPR|PAK3|PIXB","ARHGEF7","9606","ncbigene:8874","false","ARHGEF7","protein"
"COOL2|Cool-2|MRX46|PIXA|alpha-PIX|alphaPIX","ARHGEF6","9606","ncbigene:9459","false","ARHGEF6","protein"
"NCK|NCKalpha|nck-1","NCK1","9606","ncbigene:4690","false","NCK1","protein"
"ARGBP2|PRO0618","SORBS2","9606","ncbigene:8470","false","SORBS2","protein"
"SCAM-1|SCAM1|SH3D4","SORBS3","9606","ncbigene:10174","false","SORBS3","protein"
"CAP|FLAF2|R85FL|SH3D5|SH3P12|SORB1","SORBS1","9606","ncbigene:10580","false","SORBS1","protein"
"POSH2|SH3MD4","SH3RF3","9606","ncbigene:344558","false","SH3RF3","protein"
"K35","CDK8","9606","ncbigene:1024","false","CDK8","protein"
"CycC","CCNC","9606","ncbigene:892","false","CCNC","protein"
"ARF-BP1|HECTH9|HSPC272|Ib772|LASU1|MULE|URE-B1|UREB1","HUWE1","9606","ncbigene:10075","false","HUWE1","protein"
"ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16","CDKN2A","9606","ncbigene:1029","false","CDKN2A","protein"
"CAP35|MAT1|RNF66|TFB3","MNAT1","9606","ncbigene:4331","false","MNAT1","protein"
"CKBBP1|ROC2|SAG","RNF7","9606","ncbigene:9616","false","RNF7","protein"
"PEBP2B","CBFB","9606","ncbigene:865","false","CBFB","protein"
"C6orf133|bA49A4.1|dJ242G1.1|dJ392M17.3","UBR2","9606","ncbigene:23304","false","UBR2","protein"
"CHIP|HSPABP2|NY-CO-7|SCAR16|SDCCAG7|UBOX1","STUB1","9606","ncbigene:10273","false","STUB1","protein"
"HEL-S-283|Ki|PA28-gamma|PA28G|PA28gamma|REG-GAMMA","PSME3","9606","ncbigene:10197","false","PSME3","protein"
"HD3|RPD3|RPD3-2","HDAC3","9606","ncbigene:8841","false","HDAC3","protein"
"PRO2389|WDR23","DCAF11","9606","ncbigene:80344","false","DCAF11","protein"
"AMF-1","GPS2","9606","ncbigene:2874","false","GPS2","protein"
"DX254E|DXS254E|G6PD|GDX|GET5|MDY2|TMA24|UBL4","UBL4A","9606","ncbigene:8266","false","UBL4A","protein"
"NCE2","UBE2F","9606","ncbigene:140739","false","UBE2F","protein"
"MGC:45012|TRAP|TRAP3","TRAF2","9606","ncbigene:7186","false","TRAF2","protein"
"9030612K14Rik|AA407128|AU018647|C78273|ERK|Erk2|MAPK2|PRKM2|Prkm1|p41mapk|p42mapk","Mapk1","10090","ncbigene:26413","false","Mapk1","protein"
"ERK|ERK-2|ERK2|ERT1|MAPK2|P42MAPK|PRKM1|PRKM2|p38|p40|p41|p41mapk|p42-MAPK","MAPK1","9606","ncbigene:5594","false","MAPK1","protein"
"Nr1c3|PPAR-gamma|PPAR-gamma2|PPARgamma|PPARgamma2","Pparg","10090","ncbigene:19016","false","Pparg","protein"
"AR7|CHNG6|EAR7|ERB-T-1|ERBA|ERBA1|NR1A1|THRA1|THRA2|c-ERBA-1","THRA","9606","ncbigene:7067","false","THRA","protein"
"GPM6|M6A","GPM6A","9606","ncbigene:2823","false","GPM6A","protein"
"M6B","GPM6B","9606","ncbigene:2824","false","GPM6B","protein"
"HCNP|HCNPpp|HEL-210|HEL-S-34|PBP|PEBP|PEBP-1|RKIP","PEBP1","9606","ncbigene:5037","false","PEBP1","protein"
"EGLN4|HIFPH4|P4H-TM|PH-4|PH4|PHD4","P4HTM","9606","ncbigene:54681","false","P4HTM","protein"
"CYB5-M|CYPB5M|OMB5","CYB5B","9606","ncbigene:80777","false","CYB5B","protein"
"6C6-AG|BAP31|CDM|DDCH|DXS1357E","BCAP31","9606","ncbigene:10134","false","BCAP31","protein"
"ARHGAP2|CHN|DURS2|NC|RHOGAP2","CHN1","9606","ncbigene:1123","false","CHN1","protein"
"CD29|FNRB|GPIIA|MDF2|MSK12|VLA-BETA|VLAB","ITGB1","9606","ncbigene:3688","false","ITGB1","protein"
"8D6|8D6A|TCBLR","CD320","9606","ncbigene:51293","false","CD320","protein"
"A15|CCG-B7|CD231|DXS1692E|MRX58|MXS1|TALLA-1|TM4SF2|TM4SF2b","TSPAN7","9606","ncbigene:7102","false","TSPAN7","protein"
"APR--3|APR-3|APR3|C2orf28|PRO240|p18","ATRAID","9606","ncbigene:51374","false","ATRAID","protein"
"B3GN-T1|B3GNT1|B3GNT6|BETA3GNTI|MDDGA13|iGAT|iGNT","B4GAT1","9606","ncbigene:11041","false","B4GAT1","protein"
"CPETRL3|OSP-L","CLDN10","9606","ncbigene:9071","false","CLDN10","protein"
"CRP40|CSA|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74","HSPA9","9606","ncbigene:3313","false","HSPA9","protein"
"ASRIJ|OCIA|TPA018","OCIAD1","9606","ncbigene:54940","false","OCIAD1","protein"
"STAG1|TMEPAI","PMEPA1","9606","ncbigene:56937","false","PMEPA1","protein"
"CRIg|Z39IG","VSIG4","9606","ncbigene:11326","false","VSIG4","protein"
,"VKORC1L1","9606","ncbigene:154807","false","VKORC1L1","protein"
"CLN12|HSA9947|KRPPD|PARK9","ATP13A2","9606","ncbigene:23400","false","ATP13A2","protein"
"16A|ATP6IP1|ATP6S1|Ac45|CF2|VATPS1|XAP-3|XAP3","ATP6AP1","9606","ncbigene:537","false","ATP6AP1","protein"
"COPT2|CTR2|hCTR2","SLC31A2","9606","ncbigene:1318","false","SLC31A2","protein"
"HIC","MDFIC","9606","ncbigene:29969","false","MDFIC","protein"
"BAF190|BRM|NCBRS|SNF2|SNF2L2|SNF2LA|SWI2|Sth1p|hBRM|hSNF2a","SMARCA2","9606","ncbigene:6595","false","SMARCA2","protein"
"BAF155|CRACC1|Rsc8|SRG3|SWI3","SMARCC1","9606","ncbigene:6599","false","SMARCC1","protein"
"GRIP1|KAT13C|NCoA-2|SRC2|TIF2|bHLHe75","NCOA2","9606","ncbigene:10499","false","NCOA2","protein"
"NAP1|NAP1L|NRP","NAP1L1","9606","ncbigene:4673","false","NAP1L1","protein"
"BETA-NAC|BTF3a|BTF3b|NACB","BTF3","9606","ncbigene:689","false","BTF3","protein"
"TRAP150","THRAP3","9606","ncbigene:9967","false","THRAP3","protein"
"HMG17","HMGN2","9606","ncbigene:3151","false","HMGN2","protein"
"BPM-L|BPM90|RANBPM|RanBP7","RANBP9","9606","ncbigene:10048","false","RANBP9","protein"
"EIF3S3|eIF3-gamma|eIF3-p40","EIF3H","9606","ncbigene:8667","false","EIF3H","protein"
"HNRNPA2|HNRNPB1|HNRPA2|HNRPA2B1|HNRPB1|IBMPFD2|RNPA2|SNRPB1","HNRNPA2B1","9606","ncbigene:3181","false","HNRNPA2B1","protein"
"C1orf215|LAP18|Lag|OP18|PP17|PP19|PR22|SMN","STMN1","9606","ncbigene:3925","false","STMN1","protein"
"L23|rpL17","RPL23","9606","ncbigene:9349","false","RPL23","protein"
"CCDC32","C15orf57","9606","ncbigene:90416","false","C15orf57","protein"
"EIF3S7|eIF3-p66|eIF3-zeta","EIF3D","9606","ncbigene:8664","false","EIF3D","protein"
"HNRPL|hnRNP-L","HNRNPL","9606","ncbigene:3191","false","HNRNPL","protein"
"HNRPU|SAF-A|U21.1|hnRNP U","HNRNPU","9606","ncbigene:3192","false","HNRNPU","protein"
"NMP200|PRP19|PSO4|SNEV|UBOX4|hPSO4","PRPF19","9606","ncbigene:27339","false","PRPF19","protein"
"CAP|HUNK1|HUNKI|MCAP","BRD4","9606","ncbigene:23476","false","BRD4","protein"
"CTRCT30|HEL113","VIM","9606","ncbigene:7431","false","VIM","protein"
"LP|PCH2D|SLA|SLA/LP","SEPSECS","9606","ncbigene:51091","false","SEPSECS","protein"
"FLARA3|HSPC068|KLHL39|ND1|NS-1|NS1-BP|NS1BP","IVNS1ABP","9606","ncbigene:10625","false","IVNS1ABP","protein"
"R27090_2","DDX49","9606","ncbigene:54555","false","DDX49","protein"
"ANM1|HCP1|HRMT1L2|IR1B4","PRMT1","9606","ncbigene:3276","false","PRMT1","protein"
"DOC45|GBP45|GTBP9|GTPBP9","OLA1","9606","ncbigene:29789","false","OLA1","protein"
"EIF2AK1|PKR|PPP1R83|PRKR","EIF2AK2","9606","ncbigene:5610","false","EIF2AK2","protein"
"EARS|GLUPRORS|PARS|QARS|QPRS","EPRS","9606","ncbigene:2058","false","EPRS","protein"
"AIMP3|P18","EEF1E1","9606","ncbigene:9521","false","EEF1E1","protein"
"HBSL|aspRS","DARS","9606","ncbigene:1615","false","DARS","protein"
"ArgRS|DALRD1","RARS","9606","ncbigene:5917","false","RARS","protein"
"EMAP2|EMAPII|HLD3|SCYE1|p43","AIMP1","9606","ncbigene:9255","false","AIMP1","protein"
"HARSL|HARSR|HO3|PRLTS2","HARS2","9606","ncbigene:23438","false","HARS2","protein"
"METRS|MRS|MTRNS|SPG70","MARS","9606","ncbigene:4141","false","MARS","protein"
"CMTRIB|DFNB89|KARS1|KARS2|KRS","KARS","9606","ncbigene:3735","false","KARS","protein"
"HSPC192|ILFS1|LARS1|LEURS|LEUS|LFIS|LRS|PIG44|RNTLS|hr025Cl","LARS","9606","ncbigene:51520","false","LARS","protein"
"GLNRS|MSCCA|PRO2195","QARS","9606","ncbigene:5859","false","QARS","protein"
"ThrRS","TARS","9606","ncbigene:6897","false","TARS","protein"
"IARS1|ILERS|ILRS|IRS|PRO0785","IARS","9606","ncbigene:3376","false","IARS","protein"
"SLM5|asnRS","NARS2","9606","ncbigene:79731","false","NARS2","protein"
"JTV-1|JTV1|P38","AIMP2","9606","ncbigene:7965","false","AIMP2","protein"
"MDA-9|MDA9|ST1|SYCL|TACIP18","SDCBP","9606","ncbigene:6386","false","SDCBP","protein"
"NOPP130|NOPP140|NS5ATP13|P130","NOLC1","9606","ncbigene:9221","false","NOLC1","protein"
"BBS16|CCCAP|CCCAP SLSN7|NPHP10|NY-CO-8|SLSN7|hCCCAP","SDCCAG8","9606","ncbigene:10806","false","SDCCAG8","protein"
"RAI|RNH","RNH1","9606","ncbigene:6050","false","RNH1","protein"
,"THUMPD1","9606","ncbigene:55623","false","THUMPD1","protein"
,"LRRC47","9606","ncbigene:57470","false","LRRC47","protein"
"D1S155E|UNR","CSDE1","9606","ncbigene:7812","false","CSDE1","protein"
"MAWD|PT-WD|UNRIP","STRAP","9606","ncbigene:11171","false","STRAP","protein"
"M130|MBS|MYPT1","PPP1R12A","9606","ncbigene:4659","false","PPP1R12A","protein"
"ARVD13|VR22","CTNNA3","9606","ncbigene:29119","false","CTNNA3","protein"
,"YTHDF3","9606","ncbigene:253943","false","YTHDF3","protein"
"Nop25|dJ37E16.7","NOL12","9606","ncbigene:79159","false","NOL12","protein"
"15.5K|FA-1|FA1|NHPX|OTK27|SNRNP15-5|SNU13|SPAG12|SSFA1","NHP2L1","9606","ncbigene:4809","false","NHP2L1","protein"
"L11MT|MRP-L11","MRPL11","9606","ncbigene:65003","false","MRPL11","protein"
"EIF3CL|EIF3S8|eIF3-p110","EIF3C","9606","ncbigene:8663","false","EIF3C","protein"
"EIF3EIP|EIF3S11|EIF3S6IP|HSPC021|HSPC025|MSTP005","EIF3L","9606","ncbigene:51386","false","EIF3L","protein"
"EIF3-p28|EIF3S12|HSPC029|M9|MSTP001|PLAC-24|PLAC24|PRO1474|PTD001","EIF3K","9606","ncbigene:27335","false","EIF3K","protein"
"RBAF600|ZUBR1|p600","UBR4","9606","ncbigene:23352","false","UBR4","protein"
"ORP-3|ORP3|OSBP3","OSBPL3","9606","ncbigene:26031","false","OSBPL3","protein"
"ERP70|ERP72|ERp-72","PDIA4","9606","ncbigene:9601","false","PDIA4","protein"
"HIRIP|HIRIP5|MMDS1|NIFUC|Nfu|NifU","NFU1","9606","ncbigene:27247","false","NFU1","protein"
"A-BETA|MTDPS5|SCS-betaA","SUCLA2","9606","ncbigene:8803","false","SUCLA2","protein"
"ERP5|P5|TXNDC7","PDIA6","9606","ncbigene:10130","false","PDIA6","protein"
"PRO1770","PELO","9606","ncbigene:53918","false","PELO","protein"
"HEL-S-84|PIG20|RCAL|RCN","RCN1","9606","ncbigene:5954","false","RCN1","protein"
"DBC-1|DBC1|KIAA1967|NET35|p30 DBC|p30DBC","CCAR2","9606","ncbigene:57805","false","CCAR2","protein"
"NET41","TYSND1","9606","ncbigene:219743","false","TYSND1","protein"
"EIF3S2|PRO2242|TRIP-1|TRIP1|eIF3-beta|eIF3-p36","EIF3I","9606","ncbigene:8668","false","EIF3I","protein"
"EPP|FCE","FECH","9606","ncbigene:2235","false","FECH","protein"
"RECQL1|RecQ1","RECQL","9606","ncbigene:5965","false","RECQL","protein"
"90K|BTBD17B|CyCAP|M2BP|MAC-2-BP|TANGO10B|gp90","LGALS3BP","9606","ncbigene:3959","false","LGALS3BP","protein"
,"LIMD1","9606","ncbigene:8994","false","LIMD1","protein"
"EIF3-P42|EIF3S4|eIF3-delta|eIF3-p44","EIF3G","9606","ncbigene:8666","false","EIF3G","protein"
"APPS|CPSB","CTSB","9606","ncbigene:1508","false","CTSB","protein"
"R2|RR2|RR2M","RRM2","9606","ncbigene:6241","false","RRM2","protein"
"CDC21|CDC54|NKCD|NKGCD|P1-CDC21|hCdc21","MCM4","9606","ncbigene:4173","false","MCM4","protein"
"ASH|EGFRBP-GRB2|Grb3-3|MST084|MSTP084|NCKAP2","GRB2","9606","ncbigene:2885","false","GRB2","protein"
"PP2Abeta|PP2CB","PPP2CB","9606","ncbigene:5516","false","PPP2CB","protein"
"APC2","ANAPC2","9606","ncbigene:29882","false","ANAPC2","protein"
"HNUDC|MNUDC|NPD011","NUDC","9606","ncbigene:10726","false","NUDC","protein"
,"IDH3A","9606","ncbigene:3419","false","IDH3A","protein"
"ARB2|ARR2|BARR2","ARRB2","9606","ncbigene:409","false","ARRB2","protein"
"p27","SSSCA1","9606","ncbigene:10534","false","SSSCA1","protein"
"golgin-97","GOLGA1","9606","ncbigene:2800","false","GOLGA1","protein"
"CHARAC17|CHRAC17|YBL1|p17","POLE3","9606","ncbigene:54107","false","POLE3","protein"
"CRCS12|FILS|POLE1","POLE","9606","ncbigene:5426","false","POLE","protein"
"BRP16|BRP16L|C8orf30A|C8orf30B|FAM203A|FAM203B","HGH1","9606","ncbigene:51236","false","HGH1","protein"
"PRP9|PRPF9|SAP61|SF3a60","SF3A3","9606","ncbigene:10946","false","SF3A3","protein"
"D15F37S1|MRT38|SHEP1|jdf2|p528","HERC2","9606","ncbigene:8924","false","HERC2","protein"
,"FNIP1","9606","ncbigene:96459","false","FNIP1","protein"
"DFNA1|DIA1|DRF1|LFHL1|hDIA1","DIAPH1","9606","ncbigene:1729","false","DIAPH1","protein"
"BHD|FLCL","FLCN","9606","ncbigene:201163","false","FLCN","protein"
"YHHQ1|p12","POLE4","9606","ncbigene:56655","false","POLE4","protein"
